segment_id,osm_way_id,road_name,highway_type,lanes,maxspeed_kmh,oneway,surface,lit,node_from_osm_id,lat_from,lon_from,node_to_osm_id,lat_to,lon_to,lat_center,lon_center,length_m,bearing_deg,has_signal_from,signal_from_osm_id,has_signal_to,signal_to_osm_id,is_way_entry,is_way_exit,segment_index_in_way,total_segments_in_way
125,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722426,6.4286722,3.4088288,35722427,6.4281983,3.4088624,6.42843525,3.4088456000000003,52.83,176.0,0,,0,,0,0,12,62
126,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722427,6.4281983,3.4088624,1598718022,6.4278859,3.4089012,6.4280421,3.4088817999999996,35.0,173.0,0,,0,,0,0,13,62
127,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1598718022,6.4278859,3.4089012,35722428,6.4276244,3.4089442,6.427755149999999,3.4089226999999998,29.46,170.7,0,,0,,0,0,14,62
128,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722428,6.4276244,3.4089442,7917057646,6.427355,3.4089953,6.427489700000001,3.40896975,30.48,169.3,0,,0,,0,0,15,62
129,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,7917057646,6.427355,3.4089953,35722429,6.4271716,3.40903,6.4272633,3.40901265,20.75,169.4,0,,0,,0,0,16,62
130,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722429,6.4271716,3.40903,9532066831,6.42709,3.4090492,6.4271308000000005,3.4090396,9.32,166.8,0,,0,,0,0,17,62
131,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,9532066831,6.42709,3.4090492,35722430,6.4267851,3.4091212,6.42693755,3.4090852,34.82,166.8,0,,0,,0,0,18,62
132,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722430,6.4267851,3.4091212,9532066821,6.426652,3.4091571,6.42671855,3.4091391499999997,15.32,165.0,0,,0,,0,0,19,62
133,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,9532066821,6.426652,3.4091571,7917057644,6.4265349,3.4091886,6.42659345,3.40917285,13.48,165.0,0,,0,,0,0,20,62
134,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,7917057644,6.4265349,3.4091886,35722431,6.4260629,3.4093159,6.4262989,3.4092522499999998,54.34,165.0,0,,0,,0,0,21,62
135,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722431,6.4260629,3.4093159,7917057639,6.4254643,3.4095281,6.4257636,3.409422,70.57,160.6,0,,0,,0,0,22,62
136,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,7917057639,6.4254643,3.4095281,35722432,6.4254014,3.4095504,6.42543285,3.40953925,7.42,160.6,0,,0,,0,0,23,62
137,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722432,6.4254014,3.4095504,5622523782,6.4251645,3.4096416,6.42528295,3.409596,28.2,159.1,0,,0,,0,0,24,62
138,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5622523782,6.4251645,3.4096416,35722433,6.4246737,3.4098337,6.4249191,3.4097376500000003,58.56,158.7,0,,0,,0,0,25,62
139,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722433,6.4246737,3.4098337,35722434,6.424149,3.4101015,6.42441135,3.4099676,65.42,153.1,0,,0,,0,0,26,62
140,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722434,6.424149,3.4101015,5588419189,6.4238851,3.410248,6.42401705,3.4101747500000004,33.51,151.1,0,,0,,0,0,27,62
141,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588419189,6.4238851,3.410248,5588108889,6.4237759,3.4103121,6.423830499999999,3.41028005,14.06,149.7,0,,0,,0,0,28,62
142,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108889,6.4237759,3.4103121,5588108893,6.4234214,3.4105481,6.42359865,3.4104301,47.26,146.5,0,,0,,0,0,29,62
143,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108893,6.4234214,3.4105481,4707949584,6.4232215,3.4107117,6.4233214499999995,3.4106299,28.65,140.9,0,,0,,0,0,30,62
144,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4707949584,6.4232215,3.4107117,35722435,6.4230069,3.4108995,6.4231142000000006,3.4108055999999998,31.62,139.0,0,,0,,0,0,31,62
145,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722435,6.4230069,3.4108995,5588108888,6.4227551,3.4111637,6.422881,3.4110316000000003,40.45,133.8,0,,0,,0,0,32,62
146,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108888,6.4227551,3.4111637,1652204774,6.4225152,3.411448,6.42263515,3.4113058499999998,41.21,130.3,0,,0,,0,0,33,62
147,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1652204774,6.4225152,3.411448,13240035644,6.4224694,3.4115097,6.4224923,3.41147885,8.51,126.8,0,,0,,0,0,34,62
148,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,13240035644,6.4224694,3.4115097,31674717,6.4223986,3.4116052,6.422434,3.41155745,13.17,126.7,0,,0,,0,0,35,62
149,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674717,6.4223986,3.4116052,31768446,6.422248,3.411832,6.4223233,3.4117186,30.14,123.8,0,,0,,0,0,36,62
150,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768446,6.422248,3.411832,31768449,6.4221314,3.4120233,6.4221897,3.41192765,24.8,121.5,0,,0,,0,0,37,62
151,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768449,6.4221314,3.4120233,31768452,6.4220571,3.4121935,6.42209425,3.4121084,20.54,113.7,0,,0,,0,0,38,62
152,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768452,6.4220571,3.4121935,6959043879,6.422027,3.41227,6.42204205,3.41223175,9.09,111.6,0,,0,,0,0,39,62
153,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,6959043879,6.422027,3.41227,31768459,6.4220112,3.4123846,6.4220191,3.4123273000000003,12.78,97.9,0,,0,,0,0,40,62
154,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768459,6.4220112,3.4123846,10170603386,6.4220078,3.412447,6.4220095,3.4124157999999998,6.91,93.1,0,,0,,0,0,41,62
155,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,10170603386,6.4220078,3.412447,5588657960,6.4220062,3.4124769,6.422007000000001,3.41246195,3.31,93.1,0,,0,,0,0,42,62
156,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588657960,6.4220062,3.4124769,31768464,6.4220039,3.4125182,6.42200505,3.4124975500000003,4.57,93.2,0,,0,,0,0,43,62
157,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768464,6.4220039,3.4125182,31768608,6.4220067,3.4126427,6.4220053,3.41258045,13.76,88.7,0,,0,,0,0,44,62
158,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768608,6.4220067,3.4126427,31768605,6.4220221,3.412773,6.4220144,3.4127078500000003,14.5,83.2,0,,0,,0,0,45,62
159,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768605,6.4220221,3.412773,31768602,6.4220407,3.4129769,6.4220314,3.41287495,22.63,84.8,0,,0,,0,0,46,62
160,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768602,6.4220407,3.4129769,36240972,6.4221003,3.4134295,6.4220705,3.4132032,50.45,82.5,0,,0,,0,0,47,62
161,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,36240972,6.4221003,3.4134295,4019886799,6.4221194,3.4136037,6.42210985,3.4135166,19.37,83.7,0,,0,,0,0,48,62
162,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4019886799,6.4221194,3.4136037,31768613,6.4222486,3.4147994,6.422184,3.41420155,132.9,83.8,0,,0,,0,0,49,62
163,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768613,6.4222486,3.4147994,31768617,6.4222846,3.4152903,6.4222666,3.41504485,54.39,85.8,0,,0,,0,0,50,62
164,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31768617,6.4222846,3.4152903,5588108887,6.4223166,3.4159648,6.4223006,3.41562755,74.62,87.3,0,,0,,0,0,51,62
165,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108887,6.4223166,3.4159648,35722436,6.4223749,3.4174198,6.42234575,3.4166923,160.9,87.7,0,,0,,0,0,52,62
166,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722436,6.4223749,3.4174198,4707949582,6.4223979,3.4178974,6.422386400000001,3.4176586,52.84,87.2,0,,0,,0,0,53,62
167,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4707949582,6.4223979,3.4178974,4707949583,6.422451,3.4189535,6.422424449999999,3.41842545,116.85,87.1,0,,0,,0,0,54,62
168,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4707949583,6.422451,3.4189535,13057419867,6.4224619,3.4192597,6.42245645,3.4191066,33.86,87.9,0,,0,,0,0,55,62
169,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,13057419867,6.4224619,3.4192597,35722437,6.4224844,3.419896,6.42247315,3.41957785,70.35,88.0,0,,0,,0,0,56,62
170,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,35722437,6.4224844,3.419896,4707949581,6.4225472,3.421686,6.4225158,3.420791,197.91,88.0,0,,0,,0,0,57,62
171,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4707949581,6.4225472,3.421686,4707949580,6.4226338,3.4233101,6.4225905,3.4224980499999997,179.72,86.9,0,,0,,0,0,58,62
172,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4707949580,6.4226338,3.4233101,5588108886,6.4226404,3.4237446,6.422637099999999,3.42352735,48.02,89.1,0,,1,31674712,0,0,59,62
173,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108886,6.4226404,3.4237446,95637019,6.4226458,3.4239089,6.4226431,3.42382675,18.16,88.1,1,31674712,1,31674712,0,0,60,62
174,133790489,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,95637019,6.4226458,3.4239089,31674712,6.4226451,3.4240005,6.42264545,3.4239547,10.12,90.4,1,31674712,1,31674712,0,1,61,62
175,133790491,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1472506608,6.4358232,3.4084922,31674763,6.4362923,3.4083273,6.43605775,3.4084097499999997,55.25,340.7,0,,0,,1,0,0,8
176,133790491,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674763,6.4362923,3.4083273,5588599659,6.4366068,3.4082052,6.43644955,3.4082662499999996,37.48,338.9,0,,0,,0,0,1,8
177,133790491,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588599659,6.4366068,3.4082052,55130805,6.436948,3.4080389,6.4367774,3.4081220500000002,42.16,334.2,0,,0,,0,0,2,8
178,133790491,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,55130805,6.436948,3.4080389,31674757,6.437477,3.4077264,6.4372125,3.4078826500000003,68.21,329.6,0,,0,,0,0,3,8
179,133790491,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674757,6.437477,3.4077264,5588599660,6.4377382,3.4075373,6.4376076,3.40763185,35.78,324.3,0,,0,,0,0,4,8
180,133790491,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588599660,6.4377382,3.4075373,1472506553,6.4379155,3.4073791,6.43782685,3.4074581999999998,26.35,318.4,0,,0,,0,0,5,8
181,133790491,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1472506553,6.4379155,3.4073791,31674769,6.4380385,3.4072437,6.437977,3.4073114,20.27,312.4,0,,0,,0,0,6,8
182,133790491,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674769,6.4380385,3.4072437,5588599658,6.438218,3.4070371,6.43812825,3.4071404000000003,30.32,311.2,0,,0,,0,1,7,8
183,133790492,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674733,6.4346453,3.4087734,31674739,6.4352829,3.4086404,6.4349641,3.4087069,72.4,348.3,0,,0,,1,0,0,3
184,133790492,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674739,6.4352829,3.4086404,5588599656,6.435566,3.408566,6.435424449999999,3.4086032,32.54,345.4,0,,0,,0,0,1,3
185,133790492,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588599656,6.435566,3.408566,1472506608,6.4358232,3.4084922,6.4356946,3.4085291,29.74,344.1,0,,0,,0,1,2,3
186,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168577454,6.4227308,3.4239971,168581819,6.422731,3.4239055,6.4227308999999995,3.4239512999999997,10.12,270.1,1,31674712,1,31674712,1,0,0,14
187,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168581819,6.422731,3.4239055,164470161,6.422708,3.4233695,6.4227194999999995,3.4236375,59.28,267.5,1,31674712,0,,0,0,1,14
188,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164470161,6.422708,3.4233695,5588108882,6.4226418,3.421977,6.4226749000000005,3.42267325,154.04,267.3,0,,0,,0,0,2,14
189,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108882,6.4226418,3.421977,12634845245,6.4225882,3.4207285,6.422615,3.42135275,138.08,267.5,0,,0,,0,0,3,14
190,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,12634845245,6.4225882,3.4207285,168579736,6.4225854,3.4206506,6.4225867999999995,3.42068955,8.61,267.9,0,,0,,0,0,4,14
191,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168579736,6.4225854,3.4206506,12634883333,6.4225737,3.4203127,6.42257955,3.42048165,37.36,268.0,0,,0,,0,0,5,14
192,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,12634883333,6.4225737,3.4203127,6819802983,6.422551,3.4196582,6.42256235,3.4199854500000004,72.36,268.0,0,,0,,0,0,6,14
193,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,6819802983,6.422551,3.4196582,6819841994,6.4225366,3.4192437,6.4225438,3.41945095,45.83,268.0,0,,0,,0,0,7,14
194,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,6819841994,6.4225366,3.4192437,168574598,6.4225342,3.4191752,6.4225354,3.4192094500000003,7.57,268.0,0,,0,,0,0,8,14
195,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168574598,6.4225342,3.4191752,1598717904,6.4224895,3.417896,6.42251185,3.4185356000000002,141.44,268.0,0,,0,,0,0,9,14
196,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1598717904,6.4224895,3.417896,168581101,6.4224774,3.4177039,6.42248345,3.41779995,21.27,266.4,0,,0,,0,0,10,14
197,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,168581101,6.4224774,3.4177039,164466901,6.4223954,3.4155587,6.4224364000000005,3.4166312999999997,237.21,267.8,0,,0,,0,0,11,14
198,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164466901,6.4223954,3.4155587,164482990,6.4223407,3.4148082,6.42236805,3.41518345,83.15,265.8,0,,0,,0,0,12,14
199,133790498,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,164482990,6.4223407,3.4148082,168574117,6.4222031,3.4135872,6.4222719,3.4141977,135.78,263.5,0,,0,,0,1,13,14
200,133790499,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588599658,6.438218,3.4070371,31674771,6.4390005,3.4059204,6.43860925,3.4064787499999998,150.98,305.2,0,,0,,1,0,0,3
201,133790499,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674771,6.4390005,3.4059204,4155392913,6.4398847,3.4046131,6.4394426,3.40526675,174.73,304.2,0,,0,,0,0,1,3
202,133790499,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4155392913,6.4398847,3.4046131,1090910163,6.4402163,3.4041342,6.4400505,3.40437365,64.49,304.9,0,,0,,0,1,2,3
203,133790500,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,1472506636,6.4357899,3.4084016,55130810,6.4352602,3.4085382,6.43552505,3.4084699,60.8,165.6,0,,0,,1,0,0,2
204,133790500,Ahmadu Bello Way,trunk,2,50,yes,paved,yes,55130810,6.4352602,3.4085382,31674744,6.4346389,3.4086674,6.434949550000001,3.4086028,70.54,168.3,0,,0,,0,1,1,2
205,133790502,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674712,6.4226451,3.4240005,4707949579,6.4226724,3.4249449,6.42265875,3.4244727,104.4,88.3,1,31674712,0,,1,0,0,5
206,133790502,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,4707949579,6.4226724,3.4249449,5588108885,6.4226631,3.4251474,6.4226677500000005,3.42504615,22.4,92.6,0,,0,,0,0,1,5
207,133790502,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108885,6.4226631,3.4251474,5588108884,6.4226372,3.425884,6.42265015,3.4255157,81.44,92.0,0,,0,,0,0,2,5
208,133790502,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588108884,6.4226372,3.425884,13302693632,6.4225802,3.4273017,6.4226087,3.42659285,156.78,92.3,0,,0,,0,0,3,5
209,133790502,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,13302693632,6.4225802,3.4273017,31674715,6.4226093,3.427447,6.42259475,3.42737435,16.38,78.6,0,,0,,0,1,4,5
210,133790503,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,5588599657,6.4381727,3.4069392,31674765,6.438041,3.4070949,6.4381068500000005,3.4070170500000003,22.59,130.4,0,,0,,1,0,0,8
211,133790503,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674765,6.438041,3.4070949,1472506552,6.4378194,3.4073352,6.4379302,3.40721505,36.22,132.9,0,,0,,0,0,1,8
212,133790503,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1472506552,6.4378194,3.4073352,1472506650,6.4375777,3.4075374,6.43769855,3.4074362999999996,34.95,140.3,0,,0,,0,0,2,8
213,133790503,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1472506650,6.4375777,3.4075374,55130798,6.4373261,3.4077177,6.4374519,3.40762755,34.35,144.5,0,,0,,0,0,3,8
214,133790503,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,55130798,6.4373261,3.4077177,1472506629,6.4370318,3.4078861,6.43717895,3.4078019,37.64,150.4,0,,0,,0,0,4,8
215,133790503,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,1472506629,6.4370318,3.4078861,55130802,6.4366595,3.4080666,6.43684565,3.40797635,45.95,154.3,0,,0,,0,0,5,8
216,133790503,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,55130802,6.4366595,3.4080666,31674764,6.4362602,3.4082302,6.43645985,3.4081484,47.94,157.8,0,,0,,0,0,6,8
217,133790503,Ahmadu Bello Way,trunk,2,50,yes,asphalt,yes,31674764,6.4362602,3.4082302,1472506636,6.4357899,3.4084016,6.43602505,3.4083159,55.62,160.1,0,,0,,0,1,7,8
218,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5902583248,6.4299162,3.4087993,1480437277,6.4299169,3.4089006,6.42991655,3.40884995,11.19,89.6,1,1480437222,1,1480437222,1,0,0,50
219,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,1480437277,6.4299169,3.4089006,10603251481,6.4299169,3.40915,6.4299169,3.4090252999999997,27.56,90.0,1,1480437222,1,1480437222,0,0,1,50
220,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,10603251481,6.4299169,3.40915,1480437199,6.4299202,3.4097522,6.42991855,3.4094511,66.54,89.7,1,1480437222,0,,0,0,2,50
221,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,1480437199,6.4299202,3.4097522,7736517658,6.4299212,3.4097963,6.4299207,3.40977425,4.87,88.7,0,,0,,0,0,3,50
222,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,7736517658,6.4299212,3.4097963,1480437289,6.4299249,3.409958,6.429923049999999,3.40987715,17.87,88.7,0,,0,,0,0,4,50
223,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,1480437289,6.4299249,3.409958,7736517661,6.429928,3.410037,6.42992645,3.4099975000000002,8.74,87.7,0,,0,,0,0,5,50
224,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,7736517661,6.429928,3.410037,11633851458,6.4299305,3.4100988,6.429929250000001,3.4100679,6.83,87.7,0,,0,,0,0,6,50
225,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,11633851458,6.4299305,3.4100988,5582731533,6.4299342,3.4101914,6.42993235,3.4101451000000003,10.24,87.7,0,,0,,0,0,7,50
226,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5582731533,6.4299342,3.4101914,1480437212,6.4299502,3.4103818,6.4299422,3.4102866,21.11,85.2,0,,0,,0,0,8,50
227,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,1480437212,6.4299502,3.4103818,1480437264,6.4299768,3.4105977,6.4299635,3.41048975,24.04,82.9,0,,0,,0,0,9,50
228,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,1480437264,6.4299768,3.4105977,5582731534,6.4300221,3.410807,6.42999945,3.41070235,23.67,77.7,0,,0,,0,0,10,50
229,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5582731534,6.4300221,3.410807,5673266186,6.4300798,3.4110244,6.43005095,3.4109157000000003,24.86,75.0,0,,0,,0,0,11,50
230,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5673266186,6.4300798,3.4110244,5246332225,6.4301603,3.4112719,6.430120049999999,3.41114815,28.78,71.9,0,,0,,0,0,12,50
231,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5246332225,6.4301603,3.4112719,1480437223,6.4302802,3.4115951,6.43022025,3.4114335000000002,38.12,69.5,0,,0,,0,0,13,50
232,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,1480437223,6.4302802,3.4115951,5246332227,6.4304311,3.4120186,6.43035565,3.41180685,49.71,70.3,0,,0,,0,0,14,50
233,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5246332227,6.4304311,3.4120186,2339926121,6.4305173,3.4123316,6.4304742,3.4121751,35.89,74.5,0,,0,,0,0,15,50
234,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926121,6.4305173,3.4123316,5246332228,6.4305632,3.4125598,6.43054025,3.4124457,25.73,78.6,0,,0,,0,0,16,50
235,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5246332228,6.4305632,3.4125598,5246332230,6.4305864,3.4127792,6.4305748000000005,3.4126695,24.38,83.9,0,,0,,0,0,17,50
236,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5246332230,6.4305864,3.4127792,2339926125,6.4306172,3.4133171,6.4306018,3.41304815,59.53,86.7,0,,0,,0,0,18,50
237,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926125,6.4306172,3.4133171,12974389319,6.4306174,3.4134543,6.4306173,3.4133857,15.16,89.9,0,,0,,0,0,19,50
238,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,12974389319,6.4306174,3.4134543,6811954043,6.4306183,3.4140873,6.43061785,3.4137708,69.94,89.9,0,,0,,0,0,20,50
239,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,6811954043,6.4306183,3.4140873,9515634412,6.4306196,3.4150904,6.4306189499999995,3.41458885,110.84,89.9,0,,0,,0,0,21,50
240,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,9515634412,6.4306196,3.4150904,6811954038,6.4306197,3.4151468,6.430619650000001,3.4151186,6.23,89.9,0,,0,,0,0,22,50
241,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,6811954038,6.4306197,3.4151468,2339926123,6.4306198,3.4151937,6.43061975,3.41517025,5.18,89.9,0,,0,,0,0,23,50
242,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926123,6.4306198,3.4151937,5246332235,6.4306176,3.4157696,6.4306187,3.4154816500000003,63.63,90.2,0,,0,,0,0,24,50
243,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5246332235,6.4306176,3.4157696,5246332232,6.4306085,3.4161298,6.43061305,3.4159497,39.81,91.5,0,,0,,0,0,25,50
244,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5246332232,6.4306085,3.4161298,2389029051,6.4305912,3.4164825,6.43059985,3.41630615,39.02,92.8,0,,0,,0,0,26,50
245,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2389029051,6.4305912,3.4164825,2339926124,6.4305805,3.4166119,6.43058585,3.4165472,14.35,94.8,0,,0,,0,0,27,50
246,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926124,6.4305805,3.4166119,5582731535,6.4305339,3.4169633,6.4305572,3.4167876,39.17,97.6,0,,0,,0,0,28,50
247,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5582731535,6.4305339,3.4169633,5582731536,6.4304686,3.4173764,6.430501250000001,3.41716985,46.22,99.0,0,,0,,0,0,29,50
248,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,5582731536,6.4304686,3.4173764,2339926120,6.4304253,3.4176003,6.43044695,3.41748835,25.2,101.0,0,,0,,0,0,30,50
249,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926120,6.4304253,3.4176003,2339926118,6.4301407,3.418688,6.430282999999999,3.41814415,124.28,104.8,0,,0,,0,0,31,50
250,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,2339926118,6.4301407,3.418688,10803390085,6.4300883,3.418896,6.4301145,3.418792,23.71,104.2,0,,0,,0,0,32,50
251,134684101,Adeola Odeku Street,secondary,2,50,yes,paving_stones,yes,10803390085,6.4300883,3.418896,10803390089,6.4300256,3.4191448,6.43005695,3.4190204,28.36,104.2,0,,0,,0,0,33,50
